Cod Linha;Empresa;Setor;Nome Linha;Mercado;KM;CLASSE;orgão;TIPO;VIAGENS;Capacidade;PREFIXO;Cód Empresa;Grupo Cnx;KM CLASSE;Validação;Frequência;Caracteristica;Gestão;Check
7437;COMETA;CAMPINAS;PIRACICABA (SP) - RIO DE JANEIRO (RJ);INTERIOR SP MG - RIO DE JANEIRO;0;1 CLASSE GTV;ANTT;RODOVIARIO          ;0;9;8004741;7;PIRACICABA (SP) - RIO DE JANEIRO (RJ);0;Demais Mercados;Normal;Seccionado;Regional SP - ANTT;558,9
7447;COMETA;SAO JOSE DO RIO PRETO;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);SAO PAULO - SAO JOSE DO RIO PRETO;0;1 CLASSE GTV;ARTESP;RODOVIARIO          ;0;9;1,38E+02;7;SAO PAULO (SP) - SAO JOSE DO RIO PRETO (SP);0;Vedetes;Normal;Seccionado;Regional SP - Interior;435
7470;WEMOBI;WEMOBI;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);WEMOBI;0;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO          ;0;9;6030561;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);0;Demais Mercados;Normal;Seccionado;WEMOBI;442,3
7519;COMETA;POCOS DE CALDAS;SAO PAULO (SP) - POCOS DE CALDAS (MG);SAO PAULO - CAMPINAS - POCOS ;0;LEITO GTV;ANTT;RODOVIARIO          ;0;9;SPMG0041015;7;SAO PAULO (SP) - POCOS DE CALDAS (MG);0;Demais Mercados;Normal;Seccionado;Regional SP - Curtas;268,5
7752;WEMOBI;WEMOBI;SAO PAULO (SP) - RIBEIRAO PRETO (SP);WEMOBI;0;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO          ;0;9;6376A-1;7;SAO PAULO (SP) - RIBEIRAO PRETO (SP);0;Demais Mercados;Normal;Seccionado;WEMOBI;172
7841;COMETA;BELO HORIZONTE;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);BELO HORIZONTE - RIO DE JANEIRO;0;LEITO;ANTT;RODOVIARIO          ;0;9;6030541;7;BELO HORIZONTE (MG) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Seccionado;Regional SP - ANTT;442,3
30033;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SOROCABA - RIO ;0;LEITO DD;ANTT;RODOVIARIO          ;0;9;RJSP0001061;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);0;;;;Regional Sul;412
30085;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - SAO PAULO (SP) - RECORTE GRP;FOZ - SAO PAULO;0;CAMA;ANTT;RODOVIARIO          ;0;9;PRSP0001037;3;FOZ DO IGUACU (PR) - SAO PAULO (SP) - RECORTE GRP;0;Demais Mercados;Normal;Seccionado;Regional Sul;670,01
3047;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAU PAULO (SP);WEMOBI;452;PREMIUM;ANTT;RODOVIARIO          ;0;10;7017741;3;RIO DE JANEIRO (RJ) - SAU PAULO (SP);452;Demais Mercados;Normal;Seccionado;WEMOBI;472
7750;WEMOBI;WEMOBI;SAO PAULO (SP) - BELO HORIZONTE (MG);WEMOBI;0;PREMIUM;ANTT;RODOVIARIO          ;0;10;8005641;7;SAO PAULO (SP) - BELO HORIZONTE (MG);0;Demais Mercados;Normal;Seccionado;WEMOBI;595,1
7748;WEMOBI;WEMOBI;CAMPINAS (SP) - RIO DE JANEIRO (RJ);WEMOBI;0;PREMIUM;ANTT;RODOVIARIO          ;0;12;8034041;7;CAMPINAS (SP) - RIO DE JANEIRO (RJ);0;Demais Mercados;Normal;Seccionado;WEMOBI;404,62
2021;1001;SAO PAULO;DUQUE DE CAXIAS (RJ) - SAO PAULO (SP);SP - BAIXADA e CPO GRN;0;SEMILTO. DD;ANTT;RODOVIARIO;0;16;SPRJ0010020;2;DUQUE DE CAXIAS (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;398,09
2025;1001;SAO PAULO;DUQUE DE CAXIAS (RJ) - SAO PAULO (SP);SP - BAIXADA e CPO GRN;0;SEMILTO. DD;ANTT;RODOVIARIO;0;16;SPRJ0010020;2;DUQUE DE CAXIAS (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;398,09
2027;1001;SAO PAULO;RIO DE JANEIRO CPG (RJ) - SAO PAULO (SP);SP - BAIXADA e CPO GRN;0;SEMILTO. DD;ANTT;RODOVIARIO;0;16;RJSP0010013;2;RIO DE JANEIRO CPG (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Direto;Regional Rio;433,8
2035;1001;SAO PAULO;SAO PAULO (SP) - DUQUE DE CAXIAS (RJ);SP - BAIXADA e CPO GRN;0;SEMILTO. DD;ANTT;RODOVIARIO;0;16;SPRJ0010020;2;SAO PAULO (SP) - DUQUE DE CAXIAS (RJ);0;Demais Mercados;Normal;Seccionado;Regional Rio;398,09
2168;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP) - VIA NOVO RIO;SP - NIT/CPS/MAC/FRIB/CBF;445,6;SEMILTO. DD;ANTT;RODOVIARIO          ;1;16;RJSP0010017;2;NITEROI (RJ) - SAO PAULO (SP) - VIA NOVO RIO;445,6;Demais Mercados;Normal;Seccionado;Regional Rio;445,6
2982;1001;SAO PAULO;SAO PAULO (SP) - RIO DE JANEIRO (RJ);SAO PAULO - RIO DE JANEIRO;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;SPRJ0010030;2;SAO PAULO (SP) - RIO DE JANEIRO (RJ);0;Vedetes;Normal;Direto;Regional Rio;433,8
2984;1001;SAO PAULO;CABO FRIO (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;RJSP0010009;2;CABO FRIO (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;Regional Rio;582
2986;1001;SAO PAULO;NITEROI (RJ) - SAO PAULO (SP);SP - NIT/CPS/MAC/FRIB/CBF;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;RJSP0010022;2;NITEROI (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Direto;Regional Rio;445,6
2988;1001;SAO PAULO;RIO DE JANEIRO CPG (RJ) - SAO PAULO (SP);SP - BAIXADA E CPO GRN;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;RJSP0010013;2;RIO DE JANEIRO CPG (RJ) - SAO PAULO (SP);0;Demais Mercados;Normal;Direto;Regional Rio;433,8
3004;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO;0;16;16008431;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional Sul;763,85
3007;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;0;SEMILTO. DD;ANTT;RODOVIARIO;0;16;7020930;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);0;Vedetes;Normal;Direto;Regional Sul;396,59
3015;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO;0;16;PRSC0001015;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Seccionado;Regional Sul;287,15
3045;CATARINENSE;FOZ DO IGUACU;CURITIBA (PR) - FOZ DO IGUACU (PR);CURITIBA - FOZ;654,2;CONV. DD;DER/PR;RODOVIARIO          ;1;52;20063500;3;CURITIBA (PR) - FOZ DO IGUACU (PR);654,2;Vedetes;Normal;Seccionado;Regional Sul;654,2
3054;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;RJSP0001006;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;396,59
3056;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;RJSP0001006;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;396,59
3068;WEMOBI;WEMOBI;MARINGA (PR) - SAO PAULO (SP);WEMOBI;0;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO          ;0;16;9032830;3;MARINGA (PR) - SAO PAULO (SP);0;Demais Mercados;Normal;Seccionado;WEMOBI;631,7
3073;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;452;PREMIUM;ANTT;RODOVIARIO          ;1;16;7017741;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);452;Demais Mercados;Normal;Seccionado;WEMOBI;411
3075;CATARINENSE;FOZ DO IGUACU;CURITIBA (PR) - FLORIANOPOLIS (SC) CNX FOZ;SC - FOZ;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;PRSC0001057;3;CURITIBA (PR) - FLORIANOPOLIS (SC) CNX FOZ;0;Demais Mercados;Normal;Seccionado;Regional Sul;302,7
3077;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;PRSC0001057;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Seccionado;Regional Sul;297,14
3189;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC) VIA ITJ-CMB;CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;9003231;3;CURITIBA (PR) - FLORIANOPOLIS (SC) VIA ITJ-CMB;0;Vedetes;Normal;Seccionado;Regional Sul;302,7
3196;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;0;EXEC. DD;ANTT;RODOVIARIO          ;0;16;16008461;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional Sul;803,85
3338;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC) VIA CMB-TJC;CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;9035931;3;CURITIBA (PR) - FLORIANOPOLIS (SC) VIA CMB-TJC;0;Vedetes;Normal;Seccionado;Regional Sul;302,7
3340;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC) DIRETO;CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;9037831;3;CURITIBA (PR) - FLORIANOPOLIS (SC) DIRETO;0;Vedetes;Normal;Seccionado;Regional Sul;297,15
3476;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;9035731;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Seccionado;Regional Sul;297,15
3478;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;9035931;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Seccionado;Regional Sul;325,35
3480;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;9003231;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Seccionado;Regional Sul;297,15
3482;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;PRSC0001057;3;CURITIBA (PR) - FLORIANOPOLIS (SC);0;Vedetes;Normal;Seccionado;Regional Sul;302,7
3484;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;16009330;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;643,3
3486;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;16009230;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;691,25
3488;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;16009130;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;691,25
3490;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO CAETANO DO SUL (SP);ABC LITORAL - SC ;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;SCSP0001040;3;FLORIANOPOLIS (SC) - SAO CAETANO DO SUL (SP);0;Demais Mercados;Normal;Seccionado;Regional Sul;759,89
3492;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;16008431;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional Sul;833,85
3494;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;16008431;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);0;Vedetes;Normal;Seccionado;Regional Sul;804,86
3496;CATARINENSE;BALNEARIO CAMBORIU;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);SP - LITORAL SC;0;SEMILTO. DD;ANTT;RODOVIARIO          ;0;16;SCSP0001020;3;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);0;Vedetes;Normal;Seccionado;Regional Sul;614,25
